DATE,Avg_WS50M
1/06/2021,7.5785
2/06/2021,4.7408
3/06/2021,4.8269
4/06/2021,6.1385
5/06/2021,7.7708
6/06/2021,5.5531
7/06/2021,6.4338
8/06/2021,7.0131
9/06/2021,5.4462
10/06/2021,5.1785
11/06/2021,3.0423
12/06/2021,3.8438
13/06/2021,7.6615
14/06/2021,6.5931
15/06/2021,6.3315
16/06/2021,6.2969
17/06/2021,5.1546
18/06/2021,5.0331
19/06/2021,7.49
20/06/2021,8.7062
21/06/2021,10.66
22/06/2021,8.4838
23/06/2021,4.6492
24/06/2021,8.2746
25/06/2021,10.47
26/06/2021,10.5215
27/06/2021,10.5392
28/06/2021,13.5415
29/06/2021,11.2446
30/06/2021,7.7308
1/07/2021,3.5685
2/07/2021,3.0623
3/07/2021,3.4277
4/07/2021,3.4631
5/07/2021,7.6869
6/07/2021,10.0508
7/07/2021,8.7892
8/07/2021,5.88
9/07/2021,7.7738
10/07/2021,6.8462
11/07/2021,6.58
12/07/2021,5.7362
13/07/2021,6.3862
14/07/2021,6.93
15/07/2021,9.8885
16/07/2021,12.53
17/07/2021,15.8777
18/07/2021,10.7415
19/07/2021,6.6662
20/07/2021,4.4262
21/07/2021,7.8277
22/07/2021,8.5546
23/07/2021,4.3862
24/07/2021,4.3031
25/07/2021,7.6677
26/07/2021,9.36
27/07/2021,8.9615
28/07/2021,4.99
29/07/2021,5.0077
30/07/2021,5.1
31/07/2021,4.5269
1/08/2021,3.0946
2/08/2021,3.8292
3/08/2021,8.8908
4/08/2021,6.7054
5/08/2021,5.6769
6/08/2021,5.17
7/08/2021,8.6308
8/08/2021,9.1777
9/08/2021,12.6423
10/08/2021,7.5962
11/08/2021,5.6092
12/08/2021,9.6146
13/08/2021,8.3008
14/08/2021,9.7831
15/08/2021,7.0392
16/08/2021,10.8815
17/08/2021,13.2685
18/08/2021,8.0969
19/08/2021,8.6123
20/08/2021,8.3177
21/08/2021,5.1315
22/08/2021,7.1762
23/08/2021,7.7223
24/08/2021,9.0723
25/08/2021,8.1815
26/08/2021,7.7315
27/08/2021,7.1969
28/08/2021,5.8185
29/08/2021,2.9423
30/08/2021,8.5308
31/08/2021,7.3477
1/09/2021,5.7254
2/09/2021,3.7231
3/09/2021,4.9254
4/09/2021,9.5562
5/09/2021,7.9785
6/09/2021,8.7669
7/09/2021,11.58
8/09/2021,10.37
9/09/2021,12.4023
10/09/2021,14.9123
11/09/2021,7.64
12/09/2021,10.5354
13/09/2021,13.6977
14/09/2021,6.4208
15/09/2021,5.2131
16/09/2021,9.9262
17/09/2021,9.7746
18/09/2021,3.5962
19/09/2021,7.6877
20/09/2021,9.5323
21/09/2021,9.5523
22/09/2021,7.7962
23/09/2021,8.1731
24/09/2021,8.8177
25/09/2021,10.5415
26/09/2021,6.8885
27/09/2021,6.1477
28/09/2021,6.3846
29/09/2021,9.3146
30/09/2021,8.1854
1/10/2021,5.9762
2/10/2021,7.5985
3/10/2021,6.0123
4/10/2021,5.7246
5/10/2021,3.1208
6/10/2021,5.1385
7/10/2021,6.1669
8/10/2021,6.3477
9/10/2021,6.8808
10/10/2021,5.9554
11/10/2021,9.3769
12/10/2021,11.3131
13/10/2021,10.5354
14/10/2021,6.5515
15/10/2021,5.5192
16/10/2021,6.8838
17/10/2021,11.5615
18/10/2021,10.6115
19/10/2021,9.5654
20/10/2021,5.9415
21/10/2021,4.7677
22/10/2021,6.4508
23/10/2021,5.3469
24/10/2021,4.9223
25/10/2021,6.0169
26/10/2021,5.4085
27/10/2021,5.9008
28/10/2021,3.0854
29/10/2021,4.7746
30/10/2021,8.1446
31/10/2021,11.3538
1/11/2021,6.3592
2/11/2021,7.8662
3/11/2021,13.0969
4/11/2021,10.2077
5/11/2021,7.2223
6/11/2021,6.7631
7/11/2021,4.5662
8/11/2021,3.5254
9/11/2021,4.6546
10/11/2021,4.5031
11/11/2021,4.5623
12/11/2021,9.9331
13/11/2021,10.9777
14/11/2021,10.3854
15/11/2021,11.0215
16/11/2021,12.9877
17/11/2021,10.0246
18/11/2021,4.6346
19/11/2021,6.3831
20/11/2021,7.0954
21/11/2021,8.3308
22/11/2021,5.3354
23/11/2021,5.1
24/11/2021,4.6738
25/11/2021,5.7792
26/11/2021,9.7946
27/11/2021,7.2238
28/11/2021,4.6869
29/11/2021,6.1808
30/11/2021,5.92
1/12/2021,5.8862
2/12/2021,5.0292
3/12/2021,4.7469
4/12/2021,6.0215
5/12/2021,9.2085
6/12/2021,6.5162
7/12/2021,5.0446
8/12/2021,6.4638
9/12/2021,7.6769
10/12/2021,5.4015
11/12/2021,7.8692
12/12/2021,7.5431
13/12/2021,4.8685
14/12/2021,6.4962
15/12/2021,8.7092
16/12/2021,5.1
17/12/2021,9.6031
18/12/2021,8.7846
19/12/2021,9.26
20/12/2021,12.7577
21/12/2021,13.0569
22/12/2021,10.44
23/12/2021,7.5462
24/12/2021,5.0362
25/12/2021,6.2177
26/12/2021,6.7823
27/12/2021,7.4746
28/12/2021,5.9162
29/12/2021,5.5508
30/12/2021,7.0285
31/12/2021,6.0146
1/01/2022,5.0223
2/01/2022,4.2546
3/01/2022,3.7885
4/01/2022,3.7792
5/01/2022,4.1077
6/01/2022,7.66
7/01/2022,6.7054
8/01/2022,3.9269
9/01/2022,9.2585
10/01/2022,6.61
11/01/2022,7.3577
12/01/2022,7.6269
13/01/2022,7.67
14/01/2022,5.4762
15/01/2022,5.6215
16/01/2022,5.8108
17/01/2022,5.4923
18/01/2022,3.8238
19/01/2022,8.6231
20/01/2022,6.7131
21/01/2022,5.15
22/01/2022,4.7915
23/01/2022,5.1077
24/01/2022,3.6662
25/01/2022,5.2131
26/01/2022,7.1954
27/01/2022,8.8569
28/01/2022,4.2515
29/01/2022,4.9538
30/01/2022,5.6208
31/01/2022,4.7054
1/02/2022,4.2369
2/02/2022,9.0985
3/02/2022,9.7031
4/02/2022,7.6231
5/02/2022,7.44
6/02/2022,9.8292
7/02/2022,9.5177
8/02/2022,6.8715
9/02/2022,4.7262
10/02/2022,7.4892
11/02/2022,5.4869
12/02/2022,6.6023
13/02/2022,11.3977
14/02/2022,6.2038
15/02/2022,3.4269
16/02/2022,5.4277
17/02/2022,3.3392
18/02/2022,6.9215
19/02/2022,7.5823
20/02/2022,4.9592
21/02/2022,4.1562
22/02/2022,6.9362
23/02/2022,7.4262
24/02/2022,6.2885
25/02/2022,4.7585
26/02/2022,5.1946
27/02/2022,7.3238
28/02/2022,4.8638
1/03/2022,3.4731
2/03/2022,7.04
3/03/2022,4.4454
4/03/2022,2.8869
5/03/2022,3.4015
6/03/2022,7.2692
7/03/2022,6.08
8/03/2022,4.1592
9/03/2022,3.8038
10/03/2022,4.4408
11/03/2022,6.98
12/03/2022,7.5038
13/03/2022,8.41
14/03/2022,6.3023
15/03/2022,7.9446
16/03/2022,8.2608
17/03/2022,6.6138
18/03/2022,4.3246
19/03/2022,4.7377
20/03/2022,6.7908
21/03/2022,8.6308
22/03/2022,5.6515
23/03/2022,5.4069
24/03/2022,8.0354
25/03/2022,11.4108
26/03/2022,9.8769
27/03/2022,7.84
28/03/2022,7.0185
29/03/2022,4.9415
30/03/2022,4.5169
31/03/2022,3.8185
1/04/2022,5.8754
2/04/2022,4.3338
3/04/2022,3.9231
4/04/2022,4.9185
5/04/2022,7.9554
6/04/2022,11.2969
7/04/2022,7.5862
8/04/2022,6.3892
9/04/2022,5.1577
10/04/2022,5.21
11/04/2022,8.7631
12/04/2022,7.6869
13/04/2022,10.3392
14/04/2022,5.8892
15/04/2022,3.7992
16/04/2022,9.22
17/04/2022,6.9477
18/04/2022,6.4208
19/04/2022,5.0885
20/04/2022,5.4792
21/04/2022,9.0369
22/04/2022,9.3692
23/04/2022,6.4946
24/04/2022,7.92
25/04/2022,5.3908
26/04/2022,5.4123
27/04/2022,5.0277
28/04/2022,3.7338
29/04/2022,3.6885
30/04/2022,4.8169
1/05/2022,7.3577
2/05/2022,7.3423
3/05/2022,4.2992
4/05/2022,3.4992
5/05/2022,4.9177
6/05/2022,4.0338
7/05/2022,5.9523
8/05/2022,8.0315
9/05/2022,7.4785
10/05/2022,7.7954
11/05/2022,6.3531
12/05/2022,3.6623
13/05/2022,4.9762
14/05/2022,9.2585
15/05/2022,5.6638
16/05/2022,6.5477
17/05/2022,8.1731
18/05/2022,6.0985
19/05/2022,10.8931
20/05/2022,12.0192
21/05/2022,12.0869
22/05/2022,10.3108
23/05/2022,7.0338
24/05/2022,6.1115
25/05/2022,7.1762
26/05/2022,5.8369
27/05/2022,3.8115
28/05/2022,5.6131
29/05/2022,5.7223
30/05/2022,7.8992
31/05/2022,9.1762
1/06/2022,12.6815
2/06/2022,9.1623
3/06/2022,7.3831
4/06/2022,4.5438
5/06/2022,6.1146
6/06/2022,6.0246
7/06/2022,8.0292
8/06/2022,7.9669
9/06/2022,10.1977
10/06/2022,14.0346
11/06/2022,12.99
12/06/2022,11.1292
13/06/2022,14.9892
14/06/2022,13.9008
15/06/2022,12.0862
16/06/2022,10.2023
17/06/2022,4.7885
18/06/2022,5.3062
19/06/2022,7.9054
20/06/2022,9.6954
21/06/2022,7.31
22/06/2022,4.6731
23/06/2022,3.4731
24/06/2022,6.6915
25/06/2022,6.6392
26/06/2022,5.7546
27/06/2022,6.79
28/06/2022,3.5315
29/06/2022,5.4615
30/06/2022,7.1185
1/07/2022,7.6077
2/07/2022,5.7131
3/07/2022,7.6469
4/07/2022,6.0962
5/07/2022,8.2192
6/07/2022,5.5631
7/07/2022,4.3423
8/07/2022,9.6923
9/07/2022,12.4592
10/07/2022,7.0769
11/07/2022,7.9954
12/07/2022,13.5623
13/07/2022,12.6015
14/07/2022,6.6315
15/07/2022,5.1454
16/07/2022,4.7285
17/07/2022,7.8292
18/07/2022,11.4485
19/07/2022,9.9692
20/07/2022,5.3631
21/07/2022,10.6238
22/07/2022,8.0123
23/07/2022,5.1515
24/07/2022,4.1915
25/07/2022,8.6508
26/07/2022,9.3285
27/07/2022,7.9638
28/07/2022,9.1015
29/07/2022,10.2254
30/07/2022,8.0831
31/07/2022,9.57
1/08/2022,7.1454
2/08/2022,12.2738
3/08/2022,10.6546
4/08/2022,7.0362
5/08/2022,8.6846
6/08/2022,10.4777
7/08/2022,8.6154
8/08/2022,9.4346
9/08/2022,10.3669
10/08/2022,6.4977
11/08/2022,7.0854
12/08/2022,4.2354
13/08/2022,3.9662
14/08/2022,7.2046
15/08/2022,4.7454
16/08/2022,6.8492
17/08/2022,9.9223
18/08/2022,11.2323
19/08/2022,9.5569
20/08/2022,9.5585
21/08/2022,8.7631
22/08/2022,4.8808
23/08/2022,4.9492
24/08/2022,9.8123
25/08/2022,5.6754
26/08/2022,6.7623
27/08/2022,6.5192
28/08/2022,6.1123
29/08/2022,5.86
30/08/2022,4.4538
31/08/2022,6.87
1/09/2022,6.8615
2/09/2022,7.66
3/09/2022,11.2262
4/09/2022,12.0046
5/09/2022,7.4192
6/09/2022,8.2415
7/09/2022,5.2554
8/09/2022,3.2431
9/09/2022,4.3023
10/09/2022,6.1492
11/09/2022,4.7977
12/09/2022,7.1308
13/09/2022,12.1808
14/09/2022,7.7638
15/09/2022,5.9669
16/09/2022,5.6269
17/09/2022,4.7223
18/09/2022,4.9723
19/09/2022,8.5454
20/09/2022,6.5577
21/09/2022,3.4092
22/09/2022,7.0038
23/09/2022,7.9415
24/09/2022,6.0815
25/09/2022,7.33
26/09/2022,5.8715
27/09/2022,4.97
28/09/2022,6.3231
29/09/2022,8.6754
30/09/2022,8.2954
1/10/2022,8.1031
2/10/2022,7.6738
3/10/2022,6.8531
4/10/2022,6.7538
5/10/2022,10.7162
6/10/2022,9.1054
7/10/2022,6.3
8/10/2022,5.4892
9/10/2022,8.0431
10/10/2022,9.3969
11/10/2022,7.9962
12/10/2022,5.3638
13/10/2022,6.6038
14/10/2022,6.6938
15/10/2022,4.9585
16/10/2022,4.7038
17/10/2022,7.0892
18/10/2022,7.7708
19/10/2022,7.0946
20/10/2022,11.0185
21/10/2022,8.4077
22/10/2022,2.9985
23/10/2022,8.1269
24/10/2022,8.75
25/10/2022,5.9031
26/10/2022,8.1669
27/10/2022,7.3208
28/10/2022,7.6877
29/10/2022,10.6638
30/10/2022,7.8746
31/10/2022,5.0192
1/11/2022,7.9931
2/11/2022,9.9538
3/11/2022,11.0162
4/11/2022,10.5877
5/11/2022,6.7977
6/11/2022,4.4885
7/11/2022,6.0885
8/11/2022,4.63
9/11/2022,5.6331
10/11/2022,10.0169
11/11/2022,9.9638
12/11/2022,5.9554
13/11/2022,5.3469
14/11/2022,4.8254
15/11/2022,5.3377
16/11/2022,4.6462
17/11/2022,4.1031
18/11/2022,5.8
19/11/2022,7.2215
20/11/2022,5.8438
21/11/2022,9.1292
22/11/2022,8.5762
23/11/2022,11.5554
24/11/2022,12.0177
25/11/2022,9.0985
26/11/2022,8.9062
27/11/2022,5.2977
28/11/2022,7.2754
29/11/2022,8.6
30/11/2022,9.7062
1/12/2022,7.3085
2/12/2022,6.5577
3/12/2022,5.1292
4/12/2022,8.1092
5/12/2022,6.8392
6/12/2022,6.6538
7/12/2022,8.2038
8/12/2022,7.0192
9/12/2022,7.7292
10/12/2022,5.7146
11/12/2022,5.9985
12/12/2022,3.9946
13/12/2022,4.1215
14/12/2022,6.0931
15/12/2022,5.9
16/12/2022,5.4869
17/12/2022,4.5392
18/12/2022,5.1138
19/12/2022,4.7908
20/12/2022,6.0762
21/12/2022,6.5585
22/12/2022,5.1646
23/12/2022,4.9192
24/12/2022,4.5369
25/12/2022,4.2962
26/12/2022,4.3938
27/12/2022,5.4638
28/12/2022,4.6062
29/12/2022,7.2823
30/12/2022,8.3123
31/12/2022,6.8592
1/01/2023,6.4623
2/01/2023,6.1731
3/01/2023,6.8477
4/01/2023,8.0877
5/01/2023,7.27
6/01/2023,5.4208
7/01/2023,7.5162
8/01/2023,10.5408
9/01/2023,8.2462
10/01/2023,8.3923
11/01/2023,11.2008
12/01/2023,8.5562
13/01/2023,4.9115
14/01/2023,4.7815
15/01/2023,4.3362
16/01/2023,5.2662
17/01/2023,4.7123
18/01/2023,5.0362
19/01/2023,4.0631
20/01/2023,8.0046
21/01/2023,6.4177
22/01/2023,5.4331
23/01/2023,4.8231
24/01/2023,4.2115
25/01/2023,4.22
26/01/2023,4.8085
27/01/2023,6.2408
28/01/2023,8.1954
29/01/2023,5.8546
30/01/2023,4.8077
31/01/2023,5.6469
1/02/2023,7.6185
2/02/2023,6.03
3/02/2023,6.5685
4/02/2023,6.2838
5/02/2023,8.5169
6/02/2023,9.3492
7/02/2023,7.8554
8/02/2023,8.27
9/02/2023,7.2438
10/02/2023,5.2115
11/02/2023,5.4031
12/02/2023,7.9685
13/02/2023,10.8392
14/02/2023,13.5438
15/02/2023,9.5515
16/02/2023,8.5785
17/02/2023,6.4662
18/02/2023,2.5392
19/02/2023,6.3977
20/02/2023,5.3562
21/02/2023,6.9646
22/02/2023,6.3469
23/02/2023,9.0462
24/02/2023,9.6631
25/02/2023,7.7154
26/02/2023,4.4169
27/02/2023,3.0054
28/02/2023,5.2838
1/03/2023,3.5846
2/03/2023,6.5577
3/03/2023,5.9654
4/03/2023,5.9862
5/03/2023,6.2946
6/03/2023,5.8823
7/03/2023,4.12
8/03/2023,8.1092
9/03/2023,9.0069
10/03/2023,6.1977
11/03/2023,5.3246
12/03/2023,7.73
13/03/2023,10.6377
14/03/2023,4.4385
15/03/2023,2.8231
16/03/2023,7.0638
17/03/2023,12.1477
18/03/2023,6.0669
19/03/2023,4.7731
20/03/2023,9.5323
21/03/2023,10.2415
22/03/2023,8.2746
23/03/2023,5.2008
24/03/2023,3.8731
25/03/2023,9.0885
26/03/2023,7.6838
27/03/2023,8.6738
28/03/2023,9.9908
29/03/2023,11.6923
30/03/2023,10.9308
31/03/2023,6.0131
1/04/2023,8.1438
2/04/2023,7.8131
3/04/2023,6.7769
4/04/2023,3.7569
5/04/2023,8.77
6/04/2023,8.4169
7/04/2023,8.4692
8/04/2023,6.87
9/04/2023,6.4
10/04/2023,8.3869
11/04/2023,8.2992
12/04/2023,6.1754
13/04/2023,4.6062
14/04/2023,7.7992
15/04/2023,7.5877
16/04/2023,6.4754
17/04/2023,6.2185
18/04/2023,6.8792
19/04/2023,6.0208
20/04/2023,5.0492
21/04/2023,4.5538
22/04/2023,7.1123
23/04/2023,6.4431
24/04/2023,10.5292
25/04/2023,9.0238
26/04/2023,8.7431
27/04/2023,3.2069
28/04/2023,3.7523
29/04/2023,5.6346
30/04/2023,6.3662
1/05/2023,6.7485
2/05/2023,6.9692
3/05/2023,7.5046
4/05/2023,6.0815
5/05/2023,6.6162
6/05/2023,7.2654
7/05/2023,4.8223
8/05/2023,5.5662
9/05/2023,8.9208
10/05/2023,11.2731
11/05/2023,9.2931
12/05/2023,5.5015
13/05/2023,3.7485
14/05/2023,5.7123
15/05/2023,5.76
16/05/2023,4.9254
17/05/2023,5.88
18/05/2023,5.3615
19/05/2023,7.2369
20/05/2023,7.7023
21/05/2023,8.2331
22/05/2023,6.2
23/05/2023,4.7015
24/05/2023,6.9038
25/05/2023,4.9446
26/05/2023,9.5431
27/05/2023,8.0662
28/05/2023,6.2146
29/05/2023,9.0608
30/05/2023,8.3638
31/05/2023,8.3331
1/06/2023,10.1238
2/06/2023,10.9238
3/06/2023,6.4246
4/06/2023,7.1862
5/06/2023,8.6792
6/06/2023,9.2438
7/06/2023,6.4977
8/06/2023,5.3877
9/06/2023,5.4362
10/06/2023,4.4231
11/06/2023,4.0369
12/06/2023,6.5177
13/06/2023,5.4485
14/06/2023,3.9754
15/06/2023,3.8385
16/06/2023,5.4108
17/06/2023,7.2215
18/06/2023,8.4608
19/06/2023,6.3523
20/06/2023,4.9038
21/06/2023,5.5046
22/06/2023,9.6623
23/06/2023,9.1938
24/06/2023,8.9085
25/06/2023,6.7877
26/06/2023,5.7808
27/06/2023,4.0638
28/06/2023,5.4669
29/06/2023,8.6269
30/06/2023,8.2569
1/07/2023,11.5877
2/07/2023,10.6908
3/07/2023,10.6285
4/07/2023,10.5746
5/07/2023,9.2208
6/07/2023,5.2054
7/07/2023,5.3154
8/07/2023,7.6969
9/07/2023,5.07
10/07/2023,3.6477
11/07/2023,5.1408
12/07/2023,9.5338
13/07/2023,9.7008
14/07/2023,9.7631
15/07/2023,7.9477
16/07/2023,11.1
17/07/2023,7.8031
18/07/2023,8.5046
19/07/2023,9.07
20/07/2023,6.7992
21/07/2023,12.2192
22/07/2023,8.2346
23/07/2023,5.7531
24/07/2023,6.7538
25/07/2023,7.8569
26/07/2023,9.9038
27/07/2023,9.5454
28/07/2023,7.3631
29/07/2023,3.8092
30/07/2023,3.3992
31/07/2023,8.7131
1/08/2023,13.02
2/08/2023,13.0592
3/08/2023,9.2492
4/08/2023,5.4815
5/08/2023,5.7254
6/08/2023,4.7031
7/08/2023,7.0938
8/08/2023,4.9092
9/08/2023,5.3246
10/08/2023,6.3815
11/08/2023,5.1762
12/08/2023,6.2608
13/08/2023,8.1031
14/08/2023,7.4985
15/08/2023,7.3392
16/08/2023,6.4492
17/08/2023,6.1669
18/08/2023,6.3315
19/08/2023,9.0538
20/08/2023,8.9723
21/08/2023,10.3369
22/08/2023,6.7585
23/08/2023,2.6569
24/08/2023,2.8654
25/08/2023,3.1777
26/08/2023,4.3631
27/08/2023,7.6908
28/08/2023,6.7115
29/08/2023,4.66
30/08/2023,5.7931
31/08/2023,7.2338
1/09/2023,7.3077
2/09/2023,4.9154
3/09/2023,5.0131
4/09/2023,7.0885
5/09/2023,6.5292
6/09/2023,8.5838
7/09/2023,8.1915
8/09/2023,4.0431
9/09/2023,4.5515
10/09/2023,5.3269
11/09/2023,9.1723
12/09/2023,10.6115
13/09/2023,8.5923
14/09/2023,12.7377
15/09/2023,9.8362
16/09/2023,9.7062
17/09/2023,15.8069
18/09/2023,13.2738
19/09/2023,9.5592
20/09/2023,10.5554
21/09/2023,7.9492
22/09/2023,8.8085
23/09/2023,7.2238
24/09/2023,7.4292
25/09/2023,9.63
26/09/2023,10.5962
27/09/2023,9.0531
28/09/2023,6.9585
29/09/2023,11.8469
30/09/2023,10.3977
1/10/2023,10.7069
2/10/2023,14.3823
3/10/2023,8.6562
4/10/2023,7.1938
5/10/2023,4.4054
6/10/2023,8.0762
7/10/2023,6.7754
8/10/2023,6.7938
9/10/2023,7.7985
10/10/2023,8.4254
11/10/2023,7.3892
12/10/2023,7.8969
13/10/2023,9.9515
14/10/2023,12.1192
15/10/2023,13.2685
16/10/2023,9.1515
17/10/2023,9.0769
18/10/2023,5.2631
19/10/2023,6.7531
20/10/2023,5.6423
21/10/2023,5.0869
22/10/2023,5.9592
23/10/2023,3.5562
24/10/2023,8.2731
25/10/2023,11.25
26/10/2023,13.5985
27/10/2023,10.7254
28/10/2023,4.4462
29/10/2023,6.0154
30/10/2023,8.6608
31/10/2023,6.3969
1/11/2023,5.23
2/11/2023,4.7346
3/11/2023,5.7385
4/11/2023,8.2431
5/11/2023,4.5831
6/11/2023,6.6562
7/11/2023,7.1238
8/11/2023,6.3846
9/11/2023,5.29
10/11/2023,6.0408
11/11/2023,4.0238
12/11/2023,9.1092
13/11/2023,9.86
14/11/2023,11.3785
15/11/2023,8.9008
16/11/2023,8.1615
17/11/2023,10.0146
18/11/2023,5.0946
19/11/2023,4.5638
20/11/2023,7.1138
21/11/2023,6.1685
22/11/2023,5.1085
23/11/2023,8.6154
24/11/2023,10.4954
25/11/2023,10.85
26/11/2023,6.58
27/11/2023,6.2708
28/11/2023,11.4815
29/11/2023,5.9808
30/11/2023,5.3285
1/12/2023,5.1015
2/12/2023,5.8546
3/12/2023,9.2892
4/12/2023,5.8531
5/12/2023,6.9308
6/12/2023,6.3123
7/12/2023,6.97
8/12/2023,5.1015
9/12/2023,9.8262
10/12/2023,10.4154
11/12/2023,7.4569
12/12/2023,9.4185
13/12/2023,9.1262
14/12/2023,7.5631
15/12/2023,10.1769
16/12/2023,7.9554
17/12/2023,10.3877
18/12/2023,4.6546
19/12/2023,4.1846
20/12/2023,7.6154
21/12/2023,5.9254
22/12/2023,3.3723
23/12/2023,4.5808
24/12/2023,6.9838
25/12/2023,8.72
26/12/2023,5.7054
27/12/2023,6.4769
28/12/2023,4.9854
29/12/2023,10.2562
30/12/2023,10.2285
31/12/2023,11.5023
1/01/2024,6.5838
2/01/2024,6.0785
3/01/2024,3.5462
4/01/2024,8.04
5/01/2024,5.7285
6/01/2024,5.2246
7/01/2024,3.44
8/01/2024,5.2508
9/01/2024,6.3762
10/01/2024,4.9815
11/01/2024,8.6346
12/01/2024,5.7362
13/01/2024,8.2615
14/01/2024,10.0538
15/01/2024,7.5315
16/01/2024,6.7177
17/01/2024,4.8554
18/01/2024,4.0523
19/01/2024,7.5669
20/01/2024,8.6685
21/01/2024,3.5485
22/01/2024,4.4654
23/01/2024,10.1438
24/01/2024,5.7154
25/01/2024,6.33
26/01/2024,4.6708
27/01/2024,11.0654
28/01/2024,6.4323
29/01/2024,9.2346
30/01/2024,7.4031
31/01/2024,6.0885
1/02/2024,5.8077
2/02/2024,13.1069
3/02/2024,11.9515
4/02/2024,8.2908
5/02/2024,7.5277
6/02/2024,8.1423
7/02/2024,6.2015
8/02/2024,6.6485
9/02/2024,6.3354
10/02/2024,9.6338
11/02/2024,8.9369
12/02/2024,4.3346
13/02/2024,5.5738
14/02/2024,8.3
15/02/2024,8.4146
16/02/2024,6.1415
17/02/2024,6.2646
18/02/2024,7.9492
19/02/2024,13.0508
20/02/2024,7.4923
21/02/2024,4.4723
22/02/2024,4.4185
23/02/2024,6.1708
24/02/2024,10.7192
25/02/2024,6.1423
26/02/2024,5.05
27/02/2024,5.3192
28/02/2024,7.08
29/02/2024,5.8331
1/03/2024,4.4562
2/03/2024,8.9354
3/03/2024,9.2985
4/03/2024,12.7523
5/03/2024,11.9177
6/03/2024,5.1169
7/03/2024,8.9615
8/03/2024,7.4115
9/03/2024,7.6131
10/03/2024,6.8885
11/03/2024,8.6931
12/03/2024,6.2277
13/03/2024,7.44
14/03/2024,6.7069
15/03/2024,8.5162
16/03/2024,6.6654
17/03/2024,6.3685
18/03/2024,7.2292
19/03/2024,7.4808
20/03/2024,4.92
21/03/2024,4.4308
22/03/2024,3.7354
23/03/2024,3.9969
24/03/2024,4.6231
25/03/2024,11.3092
26/03/2024,11.2954
27/03/2024,10.7138
28/03/2024,11.0038
29/03/2024,6.6177
30/03/2024,8.3569
31/03/2024,5.44
1/04/2024,2.5838
2/04/2024,2.9746
3/04/2024,7.2946
4/04/2024,8.4908
5/04/2024,5.7738
6/04/2024,4.1108
7/04/2024,3.43
8/04/2024,5.2285
9/04/2024,8.03
10/04/2024,7.4323
11/04/2024,10.5015
12/04/2024,8.6592
13/04/2024,6.6346
14/04/2024,3.8915
15/04/2024,5.1877
16/04/2024,7.1969
17/04/2024,7.4762
18/04/2024,8.3654
19/04/2024,7.3031
20/04/2024,4.0877
21/04/2024,5.7515
22/04/2024,7.2746
23/04/2024,6.0154
24/04/2024,8.5692
25/04/2024,11.1085
26/04/2024,10.1431
27/04/2024,5.0862
28/04/2024,3.8615
29/04/2024,4.7077
30/04/2024,5.8031
1/05/2024,6.9338
2/05/2024,7.0708
3/05/2024,5.9492
4/05/2024,3.1615
5/05/2024,4.5146
6/05/2024,7.7831
7/05/2024,6.7492
8/05/2024,3.4523
9/05/2024,9.6769
10/05/2024,6.5062
11/05/2024,5.6477
12/05/2024,4.3562
13/05/2024,3.0369
14/05/2024,4.4277
15/05/2024,5.7669
16/05/2024,7.1885
17/05/2024,5.7169
18/05/2024,7.0169
19/05/2024,3.1385
20/05/2024,4.6962
21/05/2024,10.38
22/05/2024,9.8738
23/05/2024,4.4277
24/05/2024,4.5092
25/05/2024,8.1115
26/05/2024,8.77
27/05/2024,5.1731
28/05/2024,5.8954
29/05/2024,8.8508
30/05/2024,7.7215
31/05/2024,9.1746
1/06/2024,11.8769
2/06/2024,6.0423
3/06/2024,7.3385
4/06/2024,5.9438
5/06/2024,4.8308
6/06/2024,6.3108
7/06/2024,4.08
8/06/2024,5
9/06/2024,9.2569
10/06/2024,9.2808
11/06/2024,6.0162
12/06/2024,3.19
13/06/2024,4.7115
14/06/2024,7.6938
15/06/2024,8.8292
16/06/2024,7.9469
17/06/2024,5.1446
18/06/2024,8.6638
19/06/2024,9.1169
20/06/2024,7.2454
21/06/2024,5.3277
22/06/2024,5.1954
23/06/2024,6.1992
24/06/2024,4.01
25/06/2024,7.1015
26/06/2024,8.3746
27/06/2024,6.0938
28/06/2024,4.1385
29/06/2024,5.2215
30/06/2024,6.1877
1/07/2024,10.9538
2/07/2024,8.5123
3/07/2024,7.1515
4/07/2024,4.7769
5/07/2024,5.1008
6/07/2024,6.7562
7/07/2024,7.0585
8/07/2024,4.3385
9/07/2024,3.1092
10/07/2024,4.3631
11/07/2024,5.9515
12/07/2024,7.9292
13/07/2024,6.8808
14/07/2024,6.8238
15/07/2024,7.6446
16/07/2024,5.0354
17/07/2024,2.5431
18/07/2024,2.9754
19/07/2024,5.5254
20/07/2024,4.6531
21/07/2024,5.9038
22/07/2024,7.1085
23/07/2024,6.5185
24/07/2024,6.2954
25/07/2024,5.2123
26/07/2024,6.0854
27/07/2024,6.7438
28/07/2024,7.7562
29/07/2024,9.3954
30/07/2024,7.0946
31/07/2024,10.1123
1/08/2024,9.3046
2/08/2024,6.5338
3/08/2024,4.0892
4/08/2024,4.3054
5/08/2024,5.0115
6/08/2024,4.3185
7/08/2024,5.9008
8/08/2024,7.7208
9/08/2024,5.2354
10/08/2024,5.1438
11/08/2024,6.8546
12/08/2024,11.1031
13/08/2024,7.6231
14/08/2024,5.1015
15/08/2024,9.4554
16/08/2024,8.8462
